Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
50695,IR-2015-CC237060-42363,25/12/2015,30/12/2015,Standard Class,CC-237060,Christopher Conant,Consumer,,Tehran,Tehran,Iran,Southern Asia,Asia Pacific,FUR-BO-5761,Furniture,Bookcases,"Safco Classic Bookcase, Mobile","$1,762.68",4,0,$669.72,162.31,Medium
24784,IN-2015-DW1358566-42364,26/12/2015,30/12/2015,Standard Class,DW-1358566,Dorothy Wardle,Corporate,,Fukuyama,Hiroshima,Japan,Eastern Asia,Asia Pacific,TEC-PH-3815,Technology,Phones,"Cisco Speaker Phone, Cordless","$1,271.97",9,0,$368.82,129.37,High
32803,CA-2015-AR10540140-42363,25/12/2015,30/12/2015,Standard Class,AR-105401406,Andy Reiter,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-BI-2909,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",$17.88,3,0.2,$5.59,1.07,Medium
49908,IR-2015-TB1125060-42361,23/12/2015,30/12/2015,Standard Class,TB-1125060,Tim Brockman,Consumer,,Qom,Qom,Iran,Southern Asia,Asia Pacific,FUR-BO-5762,Furniture,Bookcases,"Safco Classic Bookcase, Pine","$1,758.00",4,0,$70.32,120.72,Low
34997,CA-2015-AC10615140-42363,25/12/2015,30/12/2015,Standard Class,AC-106151406,Ann Chong,Corporate,14609,Rochester,New York,United States,Eastern US,USCA,FUR-FU-4039,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",$37.93,1,0,$6.83,3.42,High
9846,MX-2015-KB1624039-42364,26/12/2015,30/12/2015,Standard Class,KB-1624039,Karen Bern,Corporate,,Soyapango,San Salvador,El Salvador,Central America,LATAM,FUR-BO-5967,Furniture,Bookcases,"Sauder Library with Doors, Mobile","$1,820.70",7,0,$436.94,114.605,Medium
30161,IN-2015-ME173207-42361,23/12/2015,30/12/2015,Standard Class,ME-173207,Maria Etezadi,Home Office,,Griffith,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-3892,Furniture,Bookcases,"Dania Classic Bookcase, Traditional","$1,109.05",3,0.1,$86.20,110.81,Low
15963,ES-2015-GH14665139-42364,26/12/2015,30/12/2015,Second Class,GH-14665139,Greg Hansen,Consumer,,London,England,United Kingdom,Northern Europe,Europe,FUR-CH-5808,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",$459.51,3,0.1,$142.89,77.01,High
8305,US-2015-BD1172555-42365,27/12/2015,30/12/2015,Second Class,BD-1172555,Bruce Degenhardt,Consumer,,Choluteca,Choluteca,Honduras,Central America,LATAM,TEC-CO-3599,Technology,Copiers,"Brother Ink, Color",$533.68,9,0.402,-$73.28,61.265,Medium
30160,IN-2015-ME173207-42361,23/12/2015,30/12/2015,Standard Class,ME-173207,Maria Etezadi,Home Office,,Griffith,New South Wales,Australia,Oceania,Asia Pacific,FUR-FU-3047,Furniture,Furnishings,"Advantus Photo Frame, Black",$381.46,8,0.1,$139.78,58.71,Low
43339,CG-2015-CC237033-42363,25/12/2015,30/12/2015,Standard Class,CC-237033,Christopher Conant,Consumer,,Mbuji-mayi,Kasai-Oriental,Democratic Republic of the Congo,Central Africa,Africa,TEC-MA-6140,Technology,Machines,"StarTech Inkjet, Durable","$1,200.72",4,0,$132.00,56.54,Medium
14524,IT-2015-JF15490124-42365,27/12/2015,30/12/2015,Second Class,JF-15490124,Jeremy Farry,Consumer,,Stockholm,Stockholm,Sweden,Northern Europe,Europe,OFF-AP-4960,Office Supplies,Appliances,"KitchenAid Refrigerator, Black","$1,582.11",6,0.5,-$443.07,55.39,Medium
19892,ES-2015-AC1045048-42364,26/12/2015,30/12/2015,Standard Class,AC-1045048,Amy Cox,Consumer,,Duisburg,North Rhine-Westphalia,Germany,Western Europe,Europe,TEC-AC-5137,Technology,Accessories,"Logitech Router, USB",$990.12,4,0,$118.80,53.42,Medium
4753,US-2015-AB1025536-42364,26/12/2015,30/12/2015,Second Class,AB-1025536,Alejandro Ballentine,Home Office,,Santo Domingo,Santo Domingo,Dominican Republic,Caribbean,LATAM,FUR-CH-5379,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",$732.72,3,0.2,$174.00,52.486,Medium
30332,ID-2015-BO114257-42364,26/12/2015,30/12/2015,Second Class,BO-114257,Bobby Odegard,Consumer,,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-4573,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",$229.28,2,0.4,-$7.66,43.81,High
15964,ES-2015-GH14665139-42364,26/12/2015,30/12/2015,Second Class,GH-14665139,Greg Hansen,Consumer,,London,England,United Kingdom,Northern Europe,Europe,TEC-MA-4199,Technology,Machines,"Epson Inkjet, Wireless",$277.40,1,0.1,$3.08,38.01,High
18937,ES-2015-NF1847548-42363,25/12/2015,30/12/2015,Standard Class,NF-1847548,Neil Französisch,Home Office,,Berlin,Berlin,Germany,Western Europe,Europe,TEC-CO-4777,Technology,Copiers,"HP Ink, Color",$585.63,5,0.1,$103.98,35.27,Medium
3892,US-2015-MG1787598-42364,26/12/2015,30/12/2015,Standard Class,MG-1787598,Michael Grace,Home Office,,David,Chiriquí,Panama,Central America,LATAM,TEC-AC-3403,Technology,Accessories,"Belkin Router, Erganomic",$513.12,5,0.4,-$342.08,31.687,Medium
30777,ID-2015-DM130157-42364,26/12/2015,30/12/2015,Standard Class,DM-130157,Darrin Martin,Consumer,,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-AR-3460,Office Supplies,Art,"BIC Pencil Sharpener, Blue",$243.68,14,0.4,-$89.38,29.45,High
43133,TU-2015-AD180134-42364,26/12/2015,30/12/2015,Standard Class,AD-180134,Alan Dominguez,Home Office,,Elazig,Elazig,Turkey,Western Asia,Asia Pacific,TEC-MA-5003,Technology,Machines,"Konica Card Printer, Red",$275.71,4,0.6,-$255.05,28.81,Medium
4752,US-2015-AB1025536-42364,26/12/2015,30/12/2015,Second Class,AB-1025536,Alejandro Ballentine,Home Office,,Santo Domingo,Santo Domingo,Dominican Republic,Caribbean,LATAM,TEC-AC-5225,Technology,Accessories,"Memorex Router, Programmable",$396.34,3,0.2,-$0.02,28.261,Medium
45157,AJ-2015-DJ34209-42368,30/12/2015,30/12/2015,Same Day,DJ-34209,Denny Joy,Corporate,,Baku,Baki,Azerbaijan,Western Asia,Asia Pacific,OFF-SU-6182,Office Supplies,Supplies,"Stiletto Trimmer, Serrated",$157.80,4,0,$9.36,27.41,High
43536,EG-2015-GM444038-42368,30/12/2015,30/12/2015,Same Day,GM-444038,Gary McGarr,Consumer,,Cairo,Al Qahirah,Egypt,North Africa,Africa,OFF-ST-4282,Office Supplies,Storage,"Fellowes Shelving, Blue",$115.68,2,0,$42.78,26.25,High
21802,IN-2015-AA103757-42363,25/12/2015,30/12/2015,Standard Class,AA-103757,Allen Armold,Consumer,,Tamworth,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-3628,Furniture,Bookcases,"Bush Corner Shelving, Metal",$444.42,4,0.1,$153.06,25.03,Medium
50697,IR-2015-CC237060-42363,25/12/2015,30/12/2015,Standard Class,CC-237060,Christopher Conant,Consumer,,Tehran,Tehran,Iran,Southern Asia,Asia Pacific,TEC-MA-5006,Technology,Machines,"Konica Inkjet, Durable",$623.70,2,0,$37.38,25.02,Medium
50698,IR-2015-CC237060-42363,25/12/2015,30/12/2015,Standard Class,CC-237060,Christopher Conant,Consumer,,Tehran,Tehran,Iran,Southern Asia,Asia Pacific,TEC-MA-6133,Technology,Machines,"StarTech Calculator, Red",$222.66,6,0,$33.30,21.47,Medium
49907,IR-2015-TB1125060-42361,23/12/2015,30/12/2015,Standard Class,TB-1125060,Tim Brockman,Consumer,,Qom,Qom,Iran,Southern Asia,Asia Pacific,TEC-PH-3800,Technology,Phones,"Cisco Signal Booster, Cordless",$154.68,1,0,$9.27,20.17,Low
15965,ES-2015-GH14665139-42364,26/12/2015,30/12/2015,Second Class,GH-14665139,Greg Hansen,Consumer,,London,England,United Kingdom,Northern Europe,Europe,OFF-AR-3499,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",$125.06,3,0.1,$22.19,19.52,High
8306,US-2015-BD1172555-42365,27/12/2015,30/12/2015,Second Class,BD-1172555,Bruce Degenhardt,Consumer,,Choluteca,Choluteca,Honduras,Central America,LATAM,TEC-PH-3128,Technology,Phones,"Apple Audio Dock, Full Size",$269.09,4,0.4,-$130.11,18.984,Medium
30330,ID-2015-BO114257-42364,26/12/2015,30/12/2015,Second Class,BO-114257,Bobby Odegard,Consumer,,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,TEC-CO-4775,Technology,Copiers,"HP Fax Machine, High-Speed",$178.88,1,0.4,-$98.41,18.46,High
19825,ES-2015-JS1594045-42364,26/12/2015,30/12/2015,Standard Class,JS-1594045,Joni Sundaresam,Home Office,,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,TEC-CO-4771,Technology,Copiers,"HP Fax and Copier, High-Speed",$119.76,2,0.65,-$88.98,17.38,High
7567,US-2015-BD1132082-42364,26/12/2015,30/12/2015,Standard Class,BD-1132082,Bill Donatelli,Consumer,,Guadalajara,Jalisco,Mexico,Central America,LATAM,FUR-BO-5745,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal",$269.28,3,0.2,-$40.44,14.338,Medium
47897,SA-2015-EB3930110-42362,24/12/2015,30/12/2015,Standard Class,EB-3930110,Eric Barreto,Consumer,,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,FUR-FU-3941,Furniture,Furnishings,"Deflect-O Frame, Duo Pack",$220.20,2,0,$17.58,13.82,Medium
24785,IN-2015-DW1358566-42364,26/12/2015,30/12/2015,Standard Class,DW-1358566,Dorothy Wardle,Corporate,,Fukuyama,Hiroshima,Japan,Eastern Asia,Asia Pacific,OFF-FA-3071,Office Supplies,Fasteners,"Advantus Staples, Metal",$98.82,9,0,$11.61,13.04,High
21118,IN-2015-TH211007-42363,25/12/2015,30/12/2015,Second Class,TH-211007,Thea Hendricks,Consumer,,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-AR-3492,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",$125.69,5,0.1,$40.49,11.88,Medium
8307,US-2015-BD1172555-42365,27/12/2015,30/12/2015,Second Class,BD-1172555,Bruce Degenhardt,Consumer,,Choluteca,Choluteca,Honduras,Central America,LATAM,FUR-BO-3887,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",$228.48,4,0.4,-$95.20,11.686,Medium
9845,MX-2015-KB1624039-42364,26/12/2015,30/12/2015,Standard Class,KB-1624039,Karen Bern,Corporate,,Soyapango,San Salvador,El Salvador,Central America,LATAM,OFF-AP-4719,Office Supplies,Appliances,"Hoover Blender, Black",$128.80,2,0,$33.48,11.153,Medium
37372,CA-2015-FH14365140-42364,26/12/2015,30/12/2015,Standard Class,FH-143651404,Fred Hopkins,Corporate,90008,Los Angeles,California,United States,Western US,USCA,OFF-ST-6296,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",$270.62,2,0,$2.71,16.73,Medium
37371,CA-2015-FH14365140-42364,26/12/2015,30/12/2015,Standard Class,FH-143651404,Fred Hopkins,Corporate,90008,Los Angeles,California,United States,Western US,USCA,OFF-BI-4341,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$153.55,3,0.2,$51.82,9.59,Medium
43572,EG-2015-ZD1192538-42366,28/12/2015,30/12/2015,Second Class,ZD-1192538,Zuschuss Donatelli,Consumer,,Cairo,Al Qahirah,Egypt,North Africa,Africa,FUR-FU-3943,Furniture,Furnishings,"Deflect-O Frame, Erganomic",$108.66,1,0,$2.16,10.59,High
13094,ES-2015-TB2125048-42362,24/12/2015,30/12/2015,Standard Class,TB-2125048,Tim Brockman,Consumer,,Dortmund,North Rhine-Westphalia,Germany,Western Europe,Europe,TEC-CO-4573,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",$382.14,2,0,$91.68,10.22,Medium
38103,CA-2015-GD14590140-42364,26/12/2015,30/12/2015,Standard Class,GD-145901404,Giulietta Dortch,Corporate,98208,Everett,Washington,United States,Western US,USCA,OFF-BI-6321,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$3.86,1,0.2,$1.40,1.23,Medium
41907,SU-2015-DB3555122-42364,26/12/2015,30/12/2015,Standard Class,DB-3555122,Dorothy Badders,Corporate,,Bur Sudan,Red Sea,Sudan,North Africa,Africa,OFF-ST-4296,Office Supplies,Storage,"Fellowes Trays, Wire Frame",$112.92,2,0,$28.20,8.64,Medium
228,MX-2015-BM1114039-42361,23/12/2015,30/12/2015,Standard Class,BM-1114039,Becky Martin,Consumer,,San Salvador,San Salvador,El Salvador,Central America,LATAM,OFF-EN-4920,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50",$86.70,5,0,$35.50,8.429,Medium
48212,UP-2015-VW11775137-42362,24/12/2015,30/12/2015,Standard Class,VW-11775137,Victoria Wilson,Corporate,,Zaporizhzhya,Zaporizhzhya,Ukraine,Eastern Europe,Europe,OFF-EN-4451,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Recycled",$121.14,6,0,$58.14,8.23,Medium
6302,MX-2015-JG1580531-42364,26/12/2015,30/12/2015,Second Class,JG-1580531,John Grady,Corporate,,Las Tunas,Las Tunas,Cuba,Caribbean,LATAM,OFF-AR-6121,Office Supplies,Art,"Stanley Pens, Blue",$33.50,5,0,$6.70,7.995,High
30333,ID-2015-BO114257-42364,26/12/2015,30/12/2015,Second Class,BO-114257,Bobby Odegard,Consumer,,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,OFF-LA-4694,Office Supplies,Labels,"Hon Shipping Labels, Adjustable",$33.37,6,0.4,-$17.39,5.73,High
43131,TU-2015-AD180134-42364,26/12/2015,30/12/2015,Standard Class,AD-180134,Alan Dominguez,Home Office,,Elazig,Elazig,Turkey,Western Asia,Asia Pacific,OFF-ST-6048,Office Supplies,Storage,"Smead Lockers, Single Width",$158.76,2,0.6,-$59.58,5.7,Medium
44416,EZ-2015-LS694532-42363,25/12/2015,30/12/2015,Standard Class,LS-694532,Linda Southworth,Corporate,,Liberec,Liberec,Czech Republic,Eastern Europe,Europe,OFF-BI-3255,Office Supplies,Binders,"Avery Binding Machine, Clear",$48.30,1,0,$5.79,5.6,High
19893,ES-2015-AC1045048-42364,26/12/2015,30/12/2015,Standard Class,AC-1045048,Amy Cox,Consumer,,Duisburg,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-AR-3456,Office Supplies,Art,"BIC Markers, Blue",$158.58,6,0,$3.06,5.38,Medium
47899,SA-2015-EB3930110-42362,24/12/2015,30/12/2015,Standard Class,EB-3930110,Eric Barreto,Consumer,,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,OFF-SU-6165,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip",$56.76,2,0,$26.64,4.99,Medium
30159,IN-2015-ME173207-42361,23/12/2015,30/12/2015,Standard Class,ME-173207,Maria Etezadi,Home Office,,Griffith,New South Wales,Australia,Oceania,Asia Pacific,FUR-FU-3065,Furniture,Furnishings,"Advantus Stacking Tray, Black",$47.57,2,0.1,$10.55,4.88,Low
50696,IR-2015-CC237060-42363,25/12/2015,30/12/2015,Standard Class,CC-237060,Christopher Conant,Consumer,,Tehran,Tehran,Iran,Southern Asia,Asia Pacific,OFF-SU-4978,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",$114.72,4,0,$13.68,4.85,Medium
47898,SA-2015-EB3930110-42362,24/12/2015,30/12/2015,Standard Class,EB-3930110,Eric Barreto,Consumer,,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,FUR-FU-6268,Furniture,Furnishings,"Tenex Photo Frame, Black",$51.84,1,0,$14.49,4.8,Medium
10222,US-2015-BM1114018-42361,23/12/2015,30/12/2015,Standard Class,BM-1114018,Becky Martin,Consumer,,Jacobina,Bahia,Brazil,South America,LATAM,OFF-EN-4920,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50",$34.68,5,0.6,-$16.52,4.615,Low
9847,MX-2015-KB1624039-42364,26/12/2015,30/12/2015,Standard Class,KB-1624039,Karen Bern,Corporate,,Soyapango,San Salvador,El Salvador,Central America,LATAM,OFF-EN-4432,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Security-Tint",$52.64,4,0,$22.56,3.698,Medium
43535,EG-2015-GM444038-42368,30/12/2015,30/12/2015,Same Day,GM-444038,Gary McGarr,Consumer,,Cairo,Al Qahirah,Egypt,North Africa,Africa,OFF-EN-4903,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled",$18.36,1,0,$3.30,3.26,High
18938,ES-2015-NF1847548-42363,25/12/2015,30/12/2015,Standard Class,NF-1847548,Neil Französisch,Home Office,,Berlin,Berlin,Germany,Western Europe,Europe,OFF-AR-3460,Office Supplies,Art,"BIC Pencil Sharpener, Blue",$78.33,3,0.1,$26.94,3.2,Medium
12953,ES-2015-BS11755139-42363,25/12/2015,30/12/2015,Standard Class,BS-11755139,Bruce Stewart,Consumer,,Edinburgh,Scotland,United Kingdom,Northern Europe,Europe,OFF-PA-5877,Office Supplies,Paper,"SanDisk Message Books, Multicolor",$100.92,4,0,$16.08,3.19,Medium
3657,MX-2015-MC1763531-42364,26/12/2015,30/12/2015,Standard Class,MC-1763531,Matthew Clasen,Corporate,,San José de las Lajas,Mayabeque,Cuba,Caribbean,LATAM,OFF-PA-6620,Office Supplies,Paper,"Xerox Note Cards, Recycled",$35.04,2,0,$8.40,2.905,Medium
47896,SA-2015-EB3930110-42362,24/12/2015,30/12/2015,Standard Class,EB-3930110,Eric Barreto,Consumer,,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,TEC-MA-4190,Technology,Machines,"Epson Calculator, Red",$43.56,1,0,$15.66,2.77,Medium
6411,MX-2015-SC2084539-42361,23/12/2015,30/12/2015,Standard Class,SC-2084539,Sung Chung,Consumer,,Santa Ana,Santa Ana,El Salvador,Central America,LATAM,OFF-LA-4542,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",$28.64,4,0,$5.44,2.236,Medium
36220,CA-2015-MH18115140-42364,26/12/2015,30/12/2015,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-PA-6467,Office Supplies,Paper,Xerox 1915,$629.10,6,0,$301.97,141.52,High
36221,CA-2015-MH18115140-42364,26/12/2015,30/12/2015,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,TEC-PH-3163,Technology,Phones,AT&T 17929 Lendline Telephone,$90.48,2,0,$23.52,10.21,High
36218,CA-2015-MH18115140-42364,26/12/2015,30/12/2015,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-PA-2859,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,$96.08,2,0,$46.12,4,High
36219,CA-2015-MH18115140-42364,26/12/2015,30/12/2015,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-FA-3158,Office Supplies,Fasteners,Assorted Color Push Pins,$3.62,2,0,$1.19,1.61,High
30331,ID-2015-BO114257-42364,26/12/2015,30/12/2015,Second Class,BO-114257,Bobby Odegard,Consumer,,Toowoomba,Queensland,Australia,Oceania,Asia Pacific,OFF-EN-4907,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Security-Tint",$13.10,2,0.4,-$4.42,2.12,High
43128,TU-2015-AD180134-42364,26/12/2015,30/12/2015,Standard Class,AD-180134,Alan Dominguez,Home Office,,Elazig,Elazig,Turkey,Western Asia,Asia Pacific,OFF-ST-5697,Office Supplies,Storage,"Rogers Folders, Wire Frame",$11.90,1,0.6,-$14.59,2.04,Medium
40673,CA-2015-PO18865140-42364,26/12/2015,30/12/2015,Standard Class,PO-188651406,Patrick O'Donnell,Consumer,7017,East Orange,New Jersey,United States,Eastern US,USCA,TEC-AC-5209,Technology,Accessories,Memorex Micro Travel Drive 4 GB,$31.80,3,0,$13.67,1.81,Medium
8304,US-2015-BD1172555-42365,27/12/2015,30/12/2015,Second Class,BD-1172555,Bruce Degenhardt,Consumer,,Choluteca,Choluteca,Honduras,Central America,LATAM,OFF-BI-3720,Office Supplies,Binders,"Cardinal Binder, Clear",$15.95,3,0.4,-$6.91,1.838,Medium
31985,CA-2015-RA19285140-42364,26/12/2015,30/12/2015,Standard Class,RA-192851406,Ralph Arnett,Consumer,10035,New York City,New York,United States,Eastern US,USCA,FUR-BO-3621,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$191.98,2,0.2,$4.80,19.3,High
13709,ES-2015-CS124908-42364,26/12/2015,30/12/2015,Standard Class,CS-124908,Cindy Schnelling,Corporate,,Linz,Upper Austria,Austria,Western Europe,Europe,OFF-BI-2914,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",$6.66,1,0,$0.57,1.69,High
47895,SA-2015-EB3930110-42362,24/12/2015,30/12/2015,Standard Class,EB-3930110,Eric Barreto,Consumer,,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,TEC-PH-5831,Technology,Phones,"Samsung Office Telephone, VoIP",$65.31,1,0,$18.93,1.68,Medium
31701,CA-2015-RF19840140-42363,25/12/2015,30/12/2015,Standard Class,RF-198401406,Roy Französisch,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$35.91,3,0,$9.70,4.2,High
43571,EG-2015-ZD1192538-42366,28/12/2015,30/12/2015,Second Class,ZD-1192538,Zuschuss Donatelli,Consumer,,Cairo,Al Qahirah,Egypt,North Africa,Africa,OFF-BI-3293,Office Supplies,Binders,"Avery Index Tab, Clear",$23.16,4,0,$6.24,1.62,High
43129,TU-2015-AD180134-42364,26/12/2015,30/12/2015,Standard Class,AD-180134,Alan Dominguez,Home Office,,Elazig,Elazig,Turkey,Western Asia,Asia Pacific,OFF-BI-3735,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",$4.27,2,0.6,-$2.09,1.51,Medium
3890,US-2015-MG1787598-42364,26/12/2015,30/12/2015,Standard Class,MG-1787598,Michael Grace,Home Office,,David,Chiriquí,Panama,Central America,LATAM,OFF-LA-3273,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",$10.73,3,0.4,-$0.91,1.44,Medium
23992,ID-2015-RP1927059-42362,24/12/2015,30/12/2015,Standard Class,RP-1927059,Rachel Payne,Corporate,,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,OFF-FA-6189,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",$7.36,1,0.47,-$0.86,1.36,Medium
43132,TU-2015-AD180134-42364,26/12/2015,30/12/2015,Standard Class,AD-180134,Alan Dominguez,Home Office,,Elazig,Elazig,Turkey,Western Asia,Asia Pacific,OFF-LA-4534,Office Supplies,Labels,"Harbour Creations File Folder Labels, Adjustable",$5.30,2,0.6,-$7.30,1.34,Medium
49632,KZ-2015-BD132068-42364,26/12/2015,30/12/2015,Standard Class,BD-132068,Bill Donatelli,Consumer,,Qaraghandy,Qaraghandy,Kazakhstan,Central Asia,Asia Pacific,OFF-LA-6056,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible",$2.07,1,0.7,-$2.37,1.23,High
43570,EG-2015-ZD1192538-42366,28/12/2015,30/12/2015,Second Class,ZD-1192538,Zuschuss Donatelli,Consumer,,Cairo,Al Qahirah,Egypt,North Africa,Africa,OFF-LA-4663,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",$8.76,1,0,$1.38,1.23,High
3891,US-2015-MG1787598-42364,26/12/2015,30/12/2015,Standard Class,MG-1787598,Michael Grace,Home Office,,David,Chiriquí,Panama,Central America,LATAM,OFF-FA-5470,Office Supplies,Fasteners,"OIC Paper Clips, Metal",$11.64,2,0.4,-$3.72,1.207,Medium
41906,SU-2015-DB3555122-42364,26/12/2015,30/12/2015,Standard Class,DB-3555122,Dorothy Badders,Corporate,,Bur Sudan,Red Sea,Sudan,North Africa,Africa,OFF-EN-3090,Office Supplies,Envelopes,"Ames Business Envelopes, Set of 50",$18.18,1,0,$5.25,1.17,Medium
43130,TU-2015-AD180134-42364,26/12/2015,30/12/2015,Standard Class,AD-180134,Alan Dominguez,Home Office,,Elazig,Elazig,Turkey,Western Asia,Asia Pacific,OFF-AR-5926,Office Supplies,Art,"Sanford Pens, Fluorescent",$4.94,1,0.6,-$3.97,1.13,Medium
1397,MX-2015-MM1726051-42365,27/12/2015,29/12/2015,Second Class,MM-1726051,Magdelene Morse,Consumer,,Mixco,Guatemala,Guatemala,Central America,LATAM,FUR-CH-4562,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",$829.22,7,0,$49.70,164.394,High
50330,KE-2015-LO717069-42365,27/12/2015,29/12/2015,Second Class,LO-717069,Lori Olson,Corporate,,Nairobi,Nairobi,Kenya,Eastern Africa,Africa,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",$652.68,1,0,$169.68,157.47,Critical
5454,MX-2015-PT1909082-42363,25/12/2015,29/12/2015,Standard Class,PT-1909082,Pete Takahito,Consumer,,Gómez Palacio,Durango,Mexico,Central America,LATAM,TEC-CO-6011,Technology,Copiers,"Sharp Wireless Fax, High-Speed","$1,649.25",7,0.002,$277.53,106.615,Medium
19738,ES-2015-CW11905139-42361,23/12/2015,29/12/2015,Standard Class,CW-11905139,Carl Weiss,Home Office,,London,England,United Kingdom,Northern Europe,Europe,FUR-BO-5761,Furniture,Bookcases,"Safco Classic Bookcase, Mobile","$2,379.62",6,0.1,$740.18,101.87,Medium
12422,ES-2015-MO1795014-42363,25/12/2015,29/12/2015,Standard Class,MO-1795014,Michael Oakman,Consumer,,Hasselt,Limburg,Belgium,Western Europe,Europe,OFF-AP-4742,Office Supplies,Appliances,"Hoover Stove, Black","$1,135.80",2,0,$90.84,93.1,Medium
17263,ES-2015-AT1073545-42367,29/12/2015,29/12/2015,Same Day,AT-1073545,Annie Thurman,Consumer,,Champigny-sur-Marne,Ile-de-France,France,Western Europe,Europe,OFF-AP-4508,Office Supplies,Appliances,"Hamilton Beach Stove, White",$972.86,2,0.1,$205.34,84.62,Medium
9778,US-2015-PB191505-42360,22/12/2015,29/12/2015,Standard Class,PB-191505,Philip Brown,Consumer,,Buenos Aires,Buenos Aires,Argentina,South America,LATAM,FUR-CH-4654,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",$919.26,5,0.4,-$168.54,77.438,Medium
21222,ID-2015-AF108707-42363,25/12/2015,29/12/2015,Standard Class,AF-108707,Art Ferguson,Consumer,,Albany,Western Australia,Australia,Oceania,Asia Pacific,FUR-BO-4858,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",$772.61,5,0.1,-$51.65,75.16,High
29812,ID-2015-BF11005130-42361,23/12/2015,29/12/2015,Standard Class,BF-11005130,Barry Franz,Home Office,,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,TEC-CO-4774,Technology,Copiers,"HP Fax Machine, Digital",$566.21,3,0.37,-$197.80,72.58,Low
